Projectnummer;LAM MK;Building FID;Opdrachtnummer Extern;Status Omschrijving;Blok;Cluster NR;Straat;Huisnummer;Huisnummer Toevoeging;Wall Mount;SS Reason;Height Cable;Number Floors;Building comment;Quadrant;Kamer;Seq;Plaats;BUILDING KEY;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Status;SSV Completed;xPos;yPos;SSV Date;TSA NEEDED;TSA SENT;TSA SIGNED;Surveyor;Opdrachttemplate;SYNDIC NAME;SYNDIC ADDRESS;SYNDIC ZIPCODE;SYNDIC CITY;SYNDIC PHONE;SYNDIC DATE;SYNDIC EMAIL;SYNDIC INTERNAL REF;BG Name;SSV COMPLETED DATE
ANTWERPEN-WEST - FH11;968673;725464;;Site Survey;BL1108;;Wapenstraat;2;;N;IRREG;0;5;;XC;;;Antwerpen;968673;MDU;0;6;0;6;Site Survey;Y;151422;211239;18/03/2020 8:45;Y;;;Steffen Verhofsté;BUILDING template;Onbekend;;;;;18/03/2020;;;;
ANTWERPEN-WEST - FH11;1993994;659701;;Site Survey;BL1108;;Luikstraat;7;;Y;NA;4;3;_;;;;Antwerpen;1993994;SDU;1;0;0;1;Site Survey;;151435;211186;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;15/05/2020
ANTWERPEN-WEST - FH11;968676;725465;;Site Survey;BL1108;;Luikstraat;9;;Y;NA;5;4;_;;;;Antwerpen;968676;MDU;1;3;0;4;Site Survey;;151444;211174;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;15/05/2020
ANTWERPEN-WEST - FH11;1993995;659702;;Site Survey;BL1107;;Luikstraat;8;;Y;NA;3;3;_;;;;Antwerpen;1993995;SDU;1;0;0;1;Site Survey;;151423;211162;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;968677;725466;;Site Survey;BL1108;;Luikstraat;3;;N;IRREG;0;2;;;;;Antwerpen;968677;SDU;0;1;0;1;Site Survey;;151399;211215;;;;;;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2023803;664131;;Site Survey;BL1114;;Museumstraat;7;;Y;NA;5;3;_;;;;Antwerpen;2023803;MDU;1;3;0;4;Site Survey;;151609;211128;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;968678;725467;;Site Survey;BL1107;;Luikstraat;12;;Y;NA;3;3;_;;;;Antwerpen;968678;MDU;1;2;0;3;Site Survey;;151434;211160;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;NB-20009ee3606;;;Site Survey;;;Namenstraat;9;;N;IRREG;;5;_;;;;Antwerpen;NB-20009ee3606;MDU;1;7;1;9;Site Survey;;151171;210879;4/05/2020;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2023806;664132;;Site Survey;BL1115;;Museumstraat;8;;Y;NA;4;5;_;;;;Antwerpen;2023806;MDU;2;3;0;5;Site Survey;;151592;211102;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;968679;725468;;Site Survey;BL1107;;Luikstraat;2;;N;IRREG;0;5;;XC;;;Antwerpen;968679;MDU;0;5;0;5;Site Survey;Y;151383;211191;18/03/2020 8:35;Y;;;Steffen Verhofsté;BUILDING template;Onbekend;;;;;17/03/2020;;;;
ANTWERPEN-WEST - FH11;2023858;664133;;Site Survey;BL1114;;Museumstraat;15;;Y;NA;5;3;_;;;;Antwerpen;2023858;SDU;1;0;0;1;Site Survey;;151647;211097;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;968680;14151258;;Site Survey;BL1107;;IJzerenpoortkaai;10;;N;IRREG;4;4;Review Required;;;;Antwerpen;968680;MDU;0;5;1;6;Site Survey;;151408;211128;;;;;Geert Stockman;BUILDING template;;;;;;;;;Ijzerenpoortkaai 10_Waalse Kaai 34;3/05/2020
ANTWERPEN-WEST - FH11;NB-200032db3463;;;Site Survey;;;Leuvenstraat;32;;N;IRREG;;4;_;;;;Antwerpen;NB-200032db3463;MDU;2;0;2;4;Site Survey;;151470;211270;15/05/2020;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2023861;664134;;Site Survey;BL1114;;Museumstraat;17;;Y;NA;6;4;_;;;;Antwerpen;2023861;SDU;0;1;0;1;Site Survey;;151651;211096;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;968681;725469;;Site Survey;BL1107;;IJzerenpoortkaai;1;;Y;NA;4;4;;;;;Antwerpen;968681;MDU;0;9;0;9;Site Survey;;151370;211163;;;;;Geert Stockman;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2023866;14151224;;Site Survey;BL1114;;Museumstraat;21;;Y;NA;4;3;_;;;;Antwerpen;2023866;SDU;0;1;0;1;Site Survey;;151661;211092;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;968682;725470;;Site Survey;BL1105;;Visserskaai;11;;Y;NA;3;4;_;;;;Antwerpen;968682;MDU;1;4;0;5;Site Survey;;151372;211073;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;NB-200032a1b95;;;Site Survey;;;Luikstraat;3;;N;GLASS;;3;_;;;;Antwerpen;NB-200032a1b95;MDU;0;4;0;4;Site Survey;;151410;211202;15/05/2020;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2023868;14151225;;Site Survey;BL1114;;Museumstraat;23;;Y;NA;4;3;_;;;;Antwerpen;2023868;MDU;1;1;0;2;Site Survey;;151665;211089;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;968683;725471;;Site Survey;BL1105;;Visserskaai;1;;Y;NA;3;4;_;;;;Antwerpen;968683;MDU;0;4;0;4;Site Survey;;151326;211104;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;2023870;14151226;;Site Survey;BL1114;;Museumstraat;25;;Y;NA;4;3;_;;;;Antwerpen;2023870;SDU;1;0;0;1;Site Survey;;151671;211082;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;968684;725472;;Site Survey;BL1105;;De Gerlachekaai;1;;N;IRREG;0;5;;XC;;;Antwerpen;968684;MDU;0;6;0;6;Site Survey;Y;151314;211103;17/03/2020 13:30;Y;;17/03/2020 13:26;Steffen Verhofsté;BUILDING template;Onbekend;;;;;17/03/2020;;;;
ANTWERPEN-WEST - FH11;2023874;664139;;Site Survey;BL1114;;Museumstraat;27;;Y;NA;4;3;_;;;;Antwerpen;2023874;MDU;0;3;0;3;Site Survey;;151672;211081;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;968685;725473;;Site Survey;BL1105;;De Gerlachekaai;8;;N;IRREG;0;5;_;XC;;;Antwerpen;968685;MDU;0;10;1;11;Site Survey;Y;151297;211079;17/03/2020 13:05;Y;;;Geert Stockman;BUILDING template;De ideale woning;;;;33660857;13/05/2020;;;De Gerlachekaai 6-7-8;13/05/2020
ANTWERPEN-WEST - FH11;2023876;664140;;Site Survey;BL1114;;Museumstraat;29;;Y;NA;4;3;_;;;;Antwerpen;2023876;MDU;1;1;0;2;Site Survey;;151677;211079;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;968687;725474;;Site Survey;BL1107;;Cockerillkaai;32;;N;IRREG;0;5;;XC;;;Antwerpen;968687;MDU;0;10;0;10;Site Survey;Y;151379;211186;20/03/2020 10:55;Y;;;Steffen Verhofsté;BUILDING template;Onbekend;;;;;20/03/2020;;;Cockerillkaai 32-33;
ANTWERPEN-WEST - FH11;2023881;14151227;;Site Survey;BL1114;;Museumstraat;31;;Y;NA;4;4;_;;;;Antwerpen;2023881;MDU;8;1;0;9;Site Survey;;151688;211078;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;15/05/2020
ANTWERPEN-WEST - FH11;968688;725475;;Site Survey;BL1107;;Cockerillkaai;37;;N;IRREG;0;5;;XC;;;Antwerpen;968688;MDU;0;4;0;4;Site Survey;Y;151363;211168;17/03/2020 13:35;Y;;;Steffen Verhofsté;BUILDING template;Onbekend;;;;;17/03/2020;;;;
ANTWERPEN-WEST - FH11;2023892;14151228;;Site Survey;BL1115;;Museumstraat;32;;N;ORN;4;6;_;;;;Antwerpen;2023892;MDU;0;10;1;11;Site Survey;;151656;211063;;;;;Hidde Kiekens;BUILDING template;Beheer;;;;;6/05/2020;;;;6/05/2020
ANTWERPEN-WEST - FH11;969122;725494;;Site Survey;BL1115;;De Burburestraat;1;;Y;NA;3;4;_;;;;Antwerpen;969122;MDU;3;0;0;3;Site Survey;;151568;211078;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;2023898;664143;;Site Survey;BL1114;;Museumstraat;35;;Y;NA;4;4;_;;;;Antwerpen;2023898;SDU;1;0;0;1;Site Survey;;151705;211078;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;15/05/2020
ANTWERPEN-WEST - FH11;969123;725495;;Site Survey;BL1115;;Museumstraat;2;;Y;NA;3;4;_;;;;Antwerpen;969123;MDU;2;2;0;4;Site Survey;;151579;211120;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;2023908;664144;;Site Survey;BL1115;;Museumstraat;36;;N;ORN;4;6;_;;;;Antwerpen;2023908;MDU;0;9;1;10;Site Survey;;151662;211023;;;;;Hidde Kiekens;BUILDING template;Beheer;;;;;6/05/2020;;;Museumstraat 36-38-40;6/05/2020
ANTWERPEN-WEST - FH11;969124;14151259;;Site Survey;BL1115;;Museumstraat;48;;N;IRREG;4;6;_;;;;Antwerpen;969124;MDU;0;9;1;10;Site Survey;;151705;211025;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;Museumstraat 48-50;6/05/2020
ANTWERPEN-WEST - FH11;NB-200020c23903;;;Site Survey;;;De Gerlachekaai;20;;N;IRREG;;6;_;;;;Antwerpen;NB-200020c23903;MDU;5;3;0;8;Site Survey;;151224;210995;15/05/2020;;;;Maayken Vanfleteren;BUILDING template;Reslea;;;;495577667;15/05/2020;Philippe.saen@reslea.be;;;
ANTWERPEN-WEST - FH11;2023915;664145;;Site Survey;BL1114;;Museumstraat;39;;Y;NA;3;4;_;;;;Antwerpen;2023915;MDU;1;3;0;4;Site Survey;;151708;211067;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;15/05/2020
ANTWERPEN-WEST - FH11;969125;725497;;Site Survey;BL1115;;Museumstraat;10;;Y;NA;4;4;_;;;;Antwerpen;969125;SDU;1;0;0;1;Site Survey;;151597;211099;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;2023925;664146;;Site Survey;BL1114;;Museumstraat;41;;Y;NA;4;5;_;;;;Antwerpen;2023925;MDU;0;5;1;6;Site Survey;;151703;211055;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;15/05/2020
ANTWERPEN-WEST - FH11;969126;725498;;Site Survey;BL1115;;Museumstraat;12;;Y;NA;6;6;_;;;;Antwerpen;969126;MDU;1;6;1;8;Site Survey;;151624;211077;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;Museumstraat 12-12A-12B-12C-12D-14-14A;6/05/2020
ANTWERPEN-WEST - FH11;2023929;664147;;Site Survey;BL1114;;Museumstraat;43;;Y;NA;5;4;_;;;;Antwerpen;2023929;MDU;1;2;0;3;Site Survey;;151714;211044;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;969127;14151260;;Site Survey;BL1115;;Museumstraat;16;;Y;NA;6;6;_;;;;Antwerpen;969127;MDU;0;8;1;9;Site Survey;;151596;211055;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;2023933;664148;;Site Survey;BL1115;;Museumstraat;44;;N;ORN;4;6;_;;;;Antwerpen;2023933;MDU;0;10;1;11;Site Survey;;151662;211023;;;;;Hidde Kiekens;BUILDING template;Beheer;;;;;6/05/2020;;;;6/05/2020
ANTWERPEN-WEST - FH11;969128;725500;;Site Survey;BL1115;;Museumstraat;18;;N;IRREG;4;7;_;;;;Antwerpen;969128;MDU;1;0;1;2;Site Survey;;151623;211052;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;Museumstraat 18-20;6/05/2020
ANTWERPEN-WEST - FH11;2024583;664266;;Site Survey;BL1102;;Namenstraat;3;;Y;NA;4;5;_;;;;Antwerpen;2024583;MDU;0;8;1;9;Site Survey;;151149;210898;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;4/05/2020
ANTWERPEN-WEST - FH11;969130;725501;;Site Survey;BL1115;;Vlaamsekaai;33;;Y;NA;3;3;_;;;;Antwerpen;969130;MDU;0;2;0;2;Site Survey;;151572;211118;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;2024587;14151229;;Site Survey;BL1102;;Namenstraat;7;;Y;NA;6;4;_;;;;Antwerpen;2024587;MDU;1;1;1;3;Site Survey;;151168;210894;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;4/05/2020
ANTWERPEN-WEST - FH11;969131;725502;;Site Survey;BL1115;;Vlaamsekaai;40;;Y;NA;3;4;_;;;;Antwerpen;969131;SDU;1;0;0;1;Site Survey;;151548;211080;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;NB-200039bfa562;;;Site Survey;;;Waalsekaai;39;;Y;NA;3;5;_;;;;Antwerpen;NB-200039bfa562;SDU;1;0;0;1;Site Survey;;151394;211095;3/05/2020;;;;Geert Stockman;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2024597;664267;;Site Survey;BL1102;;Namenstraat;13;;Y;NA;5;3;Review Required;;;;Antwerpen;2024597;MDU;0;2;0;2;Site Survey;;151209;210877;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;4/05/2020
ANTWERPEN-WEST - FH11;969132;14151261;;Site Survey;BL1115;;Leopold de Waelplaats;22;;N;IRREG;4;6;_;;;;Antwerpen;969132;MDU;0;17;1;18;Site Survey;;151703;211013;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;Leopold de waelstraat 20-22-24A-26;6/05/2020
ANTWERPEN-WEST - FH11;2024600;664268;;Site Survey;BL1102;;Namenstraat;17;;Y;NA;4;3;_;;;;Antwerpen;2024600;SDU;1;0;0;1;Site Survey;;151211;210851;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;4/05/2020
ANTWERPEN-WEST - FH11;969134;725504;;Site Survey;BL1115;;Leopold de Waelplaats;28;;N;IRREG;4;6;_;;;;Antwerpen;969134;MDU;0;4;0;4;Site Survey;;151662;211023;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;De burburestraat 43_leopold de waelplaats 26A-28-30;6/05/2020
ANTWERPEN-WEST - FH11;2038495;11688327;;Site Survey;BL1119;;Pacificatiestraat;4;;N;ORN;4;4;_;;;;Antwerpen;2038495;MDU;0;11;1;12;Site Survey;;151323;210657;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;970500;725655;;Site Survey;BL1114;;Verlatstraat;38;;Y;NA;5;4;_;;;;Antwerpen;970500;MDU;2;1;0;3;Site Survey;;151745;211084;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;NB-200014cae25;;;Site Survey;;;Schalienstraat;1;;N;IRREG;;8;_;;;;Antwerpen;NB-200014cae25;MDU;3;16;2;21;Site Survey;;151182;210940;15/05/2020;;;;Maayken Vanfleteren;BUILDING template;Reslea;;;;495577667;15/05/2020;Philippe.saen@reslea.be;;;
ANTWERPEN-WEST - FH11;2038496;666969;;Site Survey;BL1118;;Pacificatiestraat;5;;Y;NA;4;5;_;;;;Antwerpen;2038496;MDU;0;4;0;4;Site Survey;;151308;210723;;;;;Hidde Kiekens;BUILDING template;B577;;;;;7/05/2020;;;;7/05/2020
ANTWERPEN-WEST - FH11;970502;725656;;Site Survey;BL1114;;Verlatstraat;2;;Y;NA;3;4;Mogelijk 2* 3m overspanning nodig tussen luifel en balkon;;;;Antwerpen;970502;SDU;1;0;0;1;Site Survey;;151626;211178;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;15/05/2020
ANTWERPEN-WEST - FH11;2038504;666970;;Site Survey;BL1118;;Pacificatiestraat;11;;Y;NA;4;5;_;;;;Antwerpen;2038504;MDU;0;3;0;3;Site Survey;;151321;210722;;;;;Hidde Kiekens;BUILDING template;Beheer bvba;;;;;7/05/2020;;;;7/05/2020
ANTWERPEN-WEST - FH11;970503;725657;;Site Survey;BL1113;;Verlatstraat;23;;N;GLASS;4;5;_;;;;Antwerpen;970503;MDU;1;0;0;1;Site Survey;;151719;211154;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;BG Verlatstraat 23-25;14/05/2020
ANTWERPEN-WEST - FH11;2038510;666971;;Site Survey;BL1119;;Pacificatiestraat;14;;Y;NA;3;3;_;;;;Antwerpen;2038510;SDU;0;1;0;1;Site Survey;;151354;210681;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;970506;725659;;Site Survey;BL1114;;Verlatstraat;12;;Y;NA;4;3;_;;;;Antwerpen;970506;MDU;0;2;0;2;Site Survey;;151670;211131;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;2038516;666972;;Site Survey;BL1118;;Pacificatiestraat;17;;Y;NA;3;3;_;;;;Antwerpen;2038516;MDU;0;3;0;3;Site Survey;;151344;210714;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;970507;725660;;Site Survey;BL1114;;Leopold de Waelplaats;4;;Y;NA;5;4;_;;;;Antwerpen;970507;MDU;1;2;0;3;Site Survey;;151743;211074;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;2038522;666973;;Site Survey;BL1118;;Pacificatiestraat;19;;Y;NA;4;3;_;;;;Antwerpen;2038522;SDU;0;1;0;1;Site Survey;;151350;210712;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;970508;725661;;Site Survey;BL1113;;Leopold de Waelplaats;2;;Y;NA;4;4;_;;;;Antwerpen;970508;MDU;1;0;0;1;Site Survey;;151758;211106;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;Verlatstraat 41_Leopold De Waelplaats 2_Graaf Van Egmontstraat 60;12/05/2020
ANTWERPEN-WEST - FH11;2038526;666975;;Site Survey;BL1118;;Pacificatiestraat;21;;Y;NA;4;4;_;;;;Antwerpen;2038526;MDU;0;2;0;2;Site Survey;;151356;210716;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;970509;725662;;Site Survey;BL1114;;Vlaamsekaai;32;;Y;NA;5;5;_;;;;Antwerpen;970509;MDU;1;2;1;4;Site Survey;;151596;211142;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;15/05/2020
ANTWERPEN-WEST - FH11;2045444;669552;;Site Survey;BL1117;;Pourbusstraat;2;A;Y;NA;3;5;_;;;;Antwerpen;2045444;MDU;0;5;0;5;Site Survey;;151493;210992;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;970510;725663;;Site Survey;BL1114;;Vlaamsekaai;27;;Y;NA;4;3;_;;;;Antwerpen;970510;MDU;1;1;0;2;Site Survey;;151620;211171;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;15/05/2020
ANTWERPEN-WEST - FH11;2045445;669553;;Site Survey;BL1116;;Pourbusstraat;3;;Y;NA;3;4;_;;;;Antwerpen;2045445;MDU;1;6;0;7;Site Survey;;151519;211005;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;970514;725664;;Site Survey;BL1114;;Museumstraat;1;;Y;NA;4;4;_;;;;Antwerpen;970514;MDU;3;2;0;5;Site Survey;;151593;211137;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;15/05/2020
ANTWERPEN-WEST - FH11;2045446;669554;;Site Survey;BL1117;;Pourbusstraat;4;;Y;NA;3;4;_;;;;Antwerpen;2045446;MDU;0;5;0;5;Site Survey;;151497;210985;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;970515;725665;;Site Survey;BL1114;;Museumstraat;9;;Y;NA;5;3;_;;;;Antwerpen;970515;MDU;0;2;0;2;Site Survey;;151613;211126;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;2045449;669555;;Site Survey;BL1116;;Pourbusstraat;7;;Y;NA;3;4;_;;;;Antwerpen;2045449;MDU;1;2;0;3;Site Survey;;151530;210997;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;970516;725666;;Site Survey;BL1114;;Museumstraat;13;;Y;NA;5;3;_;;;;Antwerpen;970516;MDU;0;5;0;5;Site Survey;;151639;211103;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;2045450;669556;;Site Survey;BL1117;;Pourbusstraat;8;;Y;NA;3;4;_;;;;Antwerpen;2045450;MDU;1;3;0;4;Site Survey;;151503;210980;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;970517;14151262;;Site Survey;BL1114;;Museumstraat;11;;N;ORN;4;5;_;;;;Antwerpen;970517;MDU;2;12;2;16;Site Survey;;151632;211121;;;;;Maayken Vanfleteren;BUILDING template;Fidimco;;;;32312617;14/05/2020;;;Museumstraat 11-11A-11B;14/05/2020
ANTWERPEN-WEST - FH11;2045451;669557;;Site Survey;BL1116;;Pourbusstraat;9;;Y;NA;3;4;_;;;;Antwerpen;2045451;MDU;1;3;0;4;Site Survey;;151535;210994;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;970875;725736;;Site Survey;BL1111;;Timmerwerfstraat;33;;Y;NA;3;4;_;;;;Antwerpen;970875;MDU;0;5;0;5;Site Survey;;151591;211336;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;2045452;669558;;Site Survey;BL1117;;Pourbusstraat;12;;Y;NA;3;4;_;;;;Antwerpen;2045452;SDU;0;1;0;1;Site Survey;;151511;210974;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;970877;725737;;Site Survey;BL1111;;Timmerwerfstraat;29;;Y;NA;3;3;_;;;;Antwerpen;970877;MDU;0;2;0;2;Site Survey;;151592;211347;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;2045453;669559;;Site Survey;BL1116;;Pourbusstraat;13;;Y;NA;3;5;_;;;;Antwerpen;2045453;MDU;0;8;1;9;Site Survey;;151548;210993;;;;;Geert Stockman;BUILDING template;Bvba Beheer;;;;;2/05/2020;;;;2/05/2020
ANTWERPEN-WEST - FH11;970880;725738;;Site Survey;BL1111;;Timmerwerfstraat;21;;Y;NA;3;6;Review Required;;;;Antwerpen;970880;MDU;0;9;1;10;Site Survey;;151587;211361;;;;;Geert Stockman;BUILDING template;Woonhaven;;;;;11/05/2020;;;;11/05/2020
ANTWERPEN-WEST - FH11;NB-20008B1d21;;;Site Survey;;;Verlatstraat;8;B;N;IRREG;;5;_;;;;Antwerpen;NB-20008B1d21;MDU;1;0;0;1;Site Survey;;151655;211150;14/05/2020;;;;Maayken Vanfleteren;BUILDING template;Vercity;;;;495205206;14/05/2020;;;;
ANTWERPEN-WEST - FH11;2045454;669560;;Site Survey;BL1117;;Pourbusstraat;14;;Y;NA;3;4;_;;;;Antwerpen;2045454;MDU;1;3;0;4;Site Survey;;151515;210970;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;970882;725739;;Site Survey;BL1111;;Timmerwerfstraat;19;;Y;NA;3;6;Review Required;;;;Antwerpen;970882;MDU;0;11;1;12;Site Survey;;151584;211375;;;;;Geert Stockman;BUILDING template;Woonhaven;;;;;11/05/2020;;;;11/05/2020
ANTWERPEN-WEST - FH11;2045456;669561;;Site Survey;BL1117;;Pourbusstraat;16;;Y;NA;3;3;_;;;;Antwerpen;2045456;MDU;0;2;0;2;Site Survey;;151524;210970;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;970884;725740;;Site Survey;BL1111;;Timmerwerfstraat;17;;Y;NA;3;6;Review Required;;;;Antwerpen;970884;MDU;0;11;1;12;Site Survey;;151580;211389;;;;;Geert Stockman;BUILDING template;Woonhaven;;;;;11/05/2020;;;;11/05/2020
ANTWERPEN-WEST - FH11;NB-20008Acc22;;;Site Survey;;;Verlatstraat;8;A;N;IRREG;;5;_;;;;Antwerpen;NB-20008Acc22;MDU;1;0;0;1;Site Survey;;151650;211157;14/05/2020;;;;Maayken Vanfleteren;BUILDING template;Vercity;;;;495205206;14/05/2020;;;;
ANTWERPEN-WEST - FH11;2045458;669562;;Site Survey;BL1117;;Pourbusstraat;18;;Y;NA;3;3;_;;;;Antwerpen;2045458;MDU;0;2;0;2;Site Survey;;151525;210968;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;970885;725741;;Site Survey;BL1111;;Timmerwerfstraat;15;;Y;NA;3;6;Review Required;;;;Antwerpen;970885;MDU;0;11;1;12;Site Survey;;151576;211403;;;;;Geert Stockman;BUILDING template;Woonhaven;;;;;11/05/2020;;;;11/05/2020
ANTWERPEN-WEST - FH11;2045461;669563;;Site Survey;BL1117;;Pourbusstraat;22;;Y;NA;3;5;_;;;;Antwerpen;2045461;MDU;0;4;0;4;Site Survey;;151532;210958;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;970887;725742;;Site Survey;BL1111;;Timmerwerfstraat;13;;Y;NA;3;6;Review Required;;;;Antwerpen;970887;MDU;0;11;1;12;Site Survey;;151571;211416;;;;;Geert Stockman;BUILDING template;Woonhaven;;;;;11/05/2020;;;;11/05/2020
ANTWERPEN-WEST - FH11;2045463;669564;;Site Survey;BL1117;;Pourbusstraat;24;;Y;NA;3;5;_;;;;Antwerpen;2045463;MDU;0;4;0;4;Site Survey;;151538;210955;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;970888;725743;;Site Survey;BL1111;;Timmerwerfstraat;11;;Y;NA;3;6;Review Required;;;;Antwerpen;970888;MDU;0;11;1;12;Site Survey;;151567;211430;;;;;Geert Stockman;BUILDING template;Woonhaven;;;;;11/05/2020;;;;11/05/2020
