File SSV Action;File SSV Status;File SSV Error;Area Type;Area FID;Area Version;Area Name;Zoning FID;Zoning Version;Zoning Name;Zoning Id;Zoning Tech;BG Id;BG Version;BG Name;BG SSV Action;BG SSV Status;BG SSV Error;BG Building SSV Action;BG Building SSV Status;BG Building SSV Error;Building FID;Building Version;LAM MK;LAM City Code;LAM Street Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall Mount;SS Reason;Number Floors;Height Cable;Orig VC Type;New VC Type;VC Method;Intro Tube;Prov Status;Prov Reason;Prov Planned;Prov Mod By;Prov Mod Date;Comments;SSV Flag;SSV Action;SSV Status;SSV Error;SSV Date;Seq;LU Key;LAM SK;Nature;Nr TPs;PBox;App;Block;Floor;;PBox;App;Block;Floor;OtherRef;CAD;CAD Details;CAD Type;CAD Type Descr;CAD SubType;Prov Status LU;Prov Reason LU;Prov Planned LU;Prov Mod By LU;Prov Mod Date LU;Comments LU;SSV Flag LU;SSV Action LU;SSV Status LU;SSV Error LU;SSV Date LU;planrrr_bid;planrrr_uid
2974;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093614;'20200224114450;108067;'1630000;'21991;Nassaustraat;'1;';2000;Antwerpen;;'152586,969;'213450,115;;Y;NA;1;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';4;1612182;;LU;1;;;;;;;;;;;Y;#A5.6/A5/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;B;BOWN;;;;;N;DELETE;;;';108067;1612182
2975;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093614;'20200224114450;108067;'1630000;'21991;Nassaustraat;'1;';2000;Antwerpen;;'152586,969;'213450,115;;Y;NA;1;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';6;10411413;;LU;1;;;;;;;;;;;Y;#A3/A3/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;B;BOWN;;;;;N;DELETE;;;';108067;10411413
2976;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196694;'20200224114451;2024854;'1630000;'21991;Nassaustraat;'3;';2000;Antwerpen;;'152586,447;'213444,688;;Y;NA;6;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';1;11076701;;LU;1;;;;;MDU;101;101;;1;;;;;;;;;;;;;N;MODIFY;;;';2024854;11076701
2977;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196694;'20200224114451;2024854;'1630000;'21991;Nassaustraat;'3;';2000;Antwerpen;;'152586,447;'213444,688;;Y;NA;6;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';2;11076702;;LU;1;;;;;MDU;201;201;;2;;;;;;;;;;;;;N;MODIFY;;;';2024854;11076702
2978;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196694;'20200224114451;2024854;'1630000;'21991;Nassaustraat;'3;';2000;Antwerpen;;'152586,447;'213444,688;;Y;NA;6;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';3;11076703;;LU;1;;;;;MDU;301;301;;3;;;;;;;;;;;;;N;MODIFY;;;';2024854;11076703
2979;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196694;'20200224114451;2024854;'1630000;'21991;Nassaustraat;'3;';2000;Antwerpen;;'152586,447;'213444,688;;Y;NA;6;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';4;11076704;;LU;1;;;;;MDU;401;401;;4;;;;;;;;;;;;;N;MODIFY;;;';2024854;11076704
2980;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196694;'20200224114451;2024854;'1630000;'21991;Nassaustraat;'3;';2000;Antwerpen;;'152586,447;'213444,688;;Y;NA;6;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';5;11076705;;LU;1;;;;;MDU;501;501;;5;;;;;;;;;;;;;N;MODIFY;;;';2024854;11076705
2981;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196694;'20200224114451;2024854;'1630000;'21991;Nassaustraat;'3;';2000;Antwerpen;;'152586,447;'213444,688;;Y;NA;6;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';;;;SU;1;;;;;MDU;SU1;SU1;;0;;;;;;;;;;;;;N;NEW;;;';2024854;
2982;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;693654;'20200204105210;4128343;'1630000;'22664;Noorderplaats;'9;';2000;Antwerpen;;'153044,586;'213399,319;;N;IRREG;5;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';1;1865720;5578060;BU;1;1;BU1;;0;MDU;1;1;;0;;Y;#A5/05.7/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;MODIFY;;;';4128343;1865720
2983;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;693654;'20200204105210;4128343;'1630000;'22664;Noorderplaats;'9;';2000;Antwerpen;;'153044,586;'213399,319;;N;IRREG;5;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';13;11280656;5594946;BU;1;401;BU9;;4;MDU;2;2;;0;;Y;;;;APPART;;;;;;;N;MODIFY;;;';4128343;11280656
2984;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;693654;'20200204105210;4128343;'1630000;'22664;Noorderplaats;'9;';2000;Antwerpen;;'153044,586;'213399,319;;N;IRREG;5;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';14;11280657;5594947;BU;1;402;BU10;;4;MDU;101;101;;1;;Y;;;;APPART;;;;;;;N;MODIFY;;;';4128343;11280657
2985;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;693654;'20200204105210;4128343;'1630000;'22664;Noorderplaats;'9;';2000;Antwerpen;;'153044,586;'213399,319;;N;IRREG;5;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';2;11077600;5578061;BU;1;2;BU2;;0;MDU;102;102;;1;;Y;;;;APPART;;;;;;;N;MODIFY;;;';4128343;11077600
2986;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;693654;'20200204105210;4128343;'1630000;'22664;Noorderplaats;'9;';2000;Antwerpen;;'153044,586;'213399,319;;N;IRREG;5;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';3;11077601;5578062;BU;1;101;BU3;;1;MDU;201;201;;2;;Y;;;;APPART;;;;;;;N;MODIFY;;;';4128343;11077601
2987;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;693654;'20200204105210;4128343;'1630000;'22664;Noorderplaats;'9;';2000;Antwerpen;;'153044,586;'213399,319;;N;IRREG;5;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';4;11077602;5578063;BU;1;102;BU4;;1;MDU;202;202;;2;;Y;;;;APPART;;;;;;;N;MODIFY;;;';4128343;11077602
2988;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;693654;'20200204105210;4128343;'1630000;'22664;Noorderplaats;'9;';2000;Antwerpen;;'153044,586;'213399,319;;N;IRREG;5;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';5;11077603;5578064;BU;1;201;BU5;;2;MDU;301;301;;3;;Y;;;;APPART;;;;;;;N;MODIFY;;;';4128343;11077603
2989;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;693654;'20200204105210;4128343;'1630000;'22664;Noorderplaats;'9;';2000;Antwerpen;;'153044,586;'213399,319;;N;IRREG;5;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';6;11077604;5578065;BU;1;202;BU6;;2;MDU;302;302;;3;;Y;;;;APPART;;;;;;;N;MODIFY;;;';4128343;11077604
2990;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;693654;'20200204105210;4128343;'1630000;'22664;Noorderplaats;'9;';2000;Antwerpen;;'153044,586;'213399,319;;N;IRREG;5;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';7;11077605;5578066;BU;1;301;BU7;;3;MDU;401;401;;4;;Y;;;;APPART;;;;;;;N;MODIFY;;;';4128343;11077605
2991;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;693654;'20200204105210;4128343;'1630000;'22664;Noorderplaats;'9;';2000;Antwerpen;;'153044,586;'213399,319;;N;IRREG;5;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';8;11077606;5578067;BU;1;302;BU8;;3;MDU;402;402;;4;;Y;;;;APPART;;;;;;;N;MODIFY;;;';4128343;11077606
2992;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;693654;'20200204105210;4128343;'1630000;'22664;Noorderplaats;'9;';2000;Antwerpen;;'153044,586;'213399,319;;N;IRREG;5;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';10;11184244;5578069;SU;1;;SU2;;-1;MDU;SU1;SU1;;0;;Y;;;;APPART;;;;;;;N;MODIFY;;;';4128343;11184244
2993;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;693654;'20200204105210;4128343;'1630000;'22664;Noorderplaats;'9;';2000;Antwerpen;;'153044,586;'213399,319;;N;IRREG;5;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';11;11184245;5578070;SU;1;;SU3;;-1;MDU;SU2;SU2;;0;;Y;;;;APPART;;;;;;;N;MODIFY;;;';4128343;11184245
2994;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;693654;'20200204105210;4128343;'1630000;'22664;Noorderplaats;'9;';2000;Antwerpen;;'153044,586;'213399,319;;N;IRREG;5;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';12;11184246;5578071;SU;1;;SU4;;-1;MDU;SU3;SU3;;0;;Y;;;;APPART;;;;;;;N;MODIFY;;;';4128343;11184246
2995;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;693654;'20200204105210;4128343;'1630000;'22664;Noorderplaats;'9;';2000;Antwerpen;;'153044,586;'213399,319;;N;IRREG;5;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';9;11077607;5578068;SU;1;;SU1;;-1;MDU;SU4;SU4;;0;;Y;;;;APPART;;;;;;;N;MODIFY;;;';4128343;11077607
2996;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196617;'20200204090324;2028886;'1630000;'22664;Noorderplaats;'5;';2000;Antwerpen;;'153049,491;'213377,033;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';1;11076379;5578014;BU;1;1;BU1;;0;MDU;1;1;;0;;;;;;;;;;;;;N;MODIFY;;;';2028886;11076379
2997;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196617;'20200204090324;2028886;'1630000;'22664;Noorderplaats;'5;';2000;Antwerpen;;'153049,491;'213377,033;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';10;11184212;5578023;BU;1;402;BU10;;4;MDU;2;2;;0;;;;;;;;;;;;;N;MODIFY;;;';2028886;11184212
2998;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196617;'20200204090324;2028886;'1630000;'22664;Noorderplaats;'5;';2000;Antwerpen;;'153049,491;'213377,033;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';11;11184213;5578024;BU;1;501;BU11;;5;MDU;101;101;;1;;;;;;;;;;;;;N;MODIFY;;;';2028886;11184213
2999;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196617;'20200204090324;2028886;'1630000;'22664;Noorderplaats;'5;';2000;Antwerpen;;'153049,491;'213377,033;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';12;11184214;5578025;BU;1;502;BU12;;5;MDU;102;102;;1;;;;;;;;;;;;;N;MODIFY;;;';2028886;11184214
3000;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196617;'20200204090324;2028886;'1630000;'22664;Noorderplaats;'5;';2000;Antwerpen;;'153049,491;'213377,033;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';13;11184215;5578026;BU;1;601;BU13;;6;MDU;201;201;;2;;;;;;;;;;;;;N;MODIFY;;;';2028886;11184215
3001;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196617;'20200204090324;2028886;'1630000;'22664;Noorderplaats;'5;';2000;Antwerpen;;'153049,491;'213377,033;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';14;11184216;5578027;BU;1;602;BU14;;6;MDU;202;202;;2;;;;;;;;;;;;;N;MODIFY;;;';2028886;11184216
3002;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196617;'20200204090324;2028886;'1630000;'22664;Noorderplaats;'5;';2000;Antwerpen;;'153049,491;'213377,033;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';2;11184204;5578015;BU;1;2;BU2;;0;MDU;301;301;;3;;;;;;;;;;;;;N;MODIFY;;;';2028886;11184204
3003;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196617;'20200204090324;2028886;'1630000;'22664;Noorderplaats;'5;';2000;Antwerpen;;'153049,491;'213377,033;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';3;11184205;5578016;BU;1;101;BU3;;1;MDU;302;302;;3;;;;;;;;;;;;;N;MODIFY;;;';2028886;11184205
3004;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196617;'20200204090324;2028886;'1630000;'22664;Noorderplaats;'5;';2000;Antwerpen;;'153049,491;'213377,033;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';4;11184206;5578017;BU;1;102;BU4;;1;MDU;401;401;;4;;;;;;;;;;;;;N;MODIFY;;;';2028886;11184206
3005;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196617;'20200204090324;2028886;'1630000;'22664;Noorderplaats;'5;';2000;Antwerpen;;'153049,491;'213377,033;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';5;11184207;5578018;BU;1;201;BU5;;2;MDU;402;402;;4;;;;;;;;;;;;;N;MODIFY;;;';2028886;11184207
3006;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196617;'20200204090324;2028886;'1630000;'22664;Noorderplaats;'5;';2000;Antwerpen;;'153049,491;'213377,033;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';6;11184208;5578019;BU;1;202;BU6;;2;MDU;501;501;;5;;;;;;;;;;;;;N;MODIFY;;;';2028886;11184208
3007;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196617;'20200204090324;2028886;'1630000;'22664;Noorderplaats;'5;';2000;Antwerpen;;'153049,491;'213377,033;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';7;11184209;5578020;BU;1;301;BU7;;3;MDU;502;502;;5;;;;;;;;;;;;;N;MODIFY;;;';2028886;11184209
3008;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196617;'20200204090324;2028886;'1630000;'22664;Noorderplaats;'5;';2000;Antwerpen;;'153049,491;'213377,033;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';8;11184210;5578021;BU;1;302;BU8;;3;MDU;601;601;;6;;;;;;;;;;;;;N;MODIFY;;;';2028886;11184210
3009;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196617;'20200204090324;2028886;'1630000;'22664;Noorderplaats;'5;';2000;Antwerpen;;'153049,491;'213377,033;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';9;11184211;5578022;BU;1;401;BU9;;4;MDU;602;602;;6;;;;;;;;;;;;;N;MODIFY;;;';2028886;11184211
3010;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196617;'20200204090324;2028886;'1630000;'22664;Noorderplaats;'5;';2000;Antwerpen;;'153049,491;'213377,033;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';15;11184217;5578028;SU;1;;SU1;;-1;MDU;SU1;SU1;;0;;;;;;;;;;;;;N;MODIFY;;;';2028886;11184217
3011;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196617;'20200204090324;2028886;'1630000;'22664;Noorderplaats;'5;';2000;Antwerpen;;'153049,491;'213377,033;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';16;11184218;5578029;SU;1;;SU2;;-1;MDU;SU2;SU2;;0;;;;;;;;;;;;;N;MODIFY;;;';2028886;11184218
3012;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196617;'20200204090324;2028886;'1630000;'22664;Noorderplaats;'5;';2000;Antwerpen;;'153049,491;'213377,033;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';17;11184219;5578030;SU;1;;SU3;;-1;MDU;SU3;SU3;;0;;;;;;;;;;;;;N;MODIFY;;;';2028886;11184219
3013;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196617;'20200204090324;2028886;'1630000;'22664;Noorderplaats;'5;';2000;Antwerpen;;'153049,491;'213377,033;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';18;11184220;5578031;SU;1;;SU4;;-1;MDU;SU4;SU4;;0;;;;;;;;;;;;;N;MODIFY;;;';2028886;11184220
3014;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196618;'20200203131126;4128344;'1630000;'22664;Noorderplaats;'7;';2000;Antwerpen;;'153046,23;'213390,113;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';1;11076380;5578035;BU;1;1;BU1;;0;MDU;1;1;;0;;;;;;;;;;;;;N;MODIFY;;;';4128344;11076380
3015;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196618;'20200203131126;4128344;'1630000;'22664;Noorderplaats;'7;';2000;Antwerpen;;'153046,23;'213390,113;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';10;11184247;5578044;BU;1;402;BU10;;4;MDU;2;2;;0;;;;;;;;;;;;;N;MODIFY;;;';4128344;11184247
3016;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196618;'20200203131126;4128344;'1630000;'22664;Noorderplaats;'7;';2000;Antwerpen;;'153046,23;'213390,113;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';11;11184248;5578045;BU;1;501;BU11;;5;MDU;101;101;;1;;;;;;;;;;;;;N;MODIFY;;;';4128344;11184248
3017;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196618;'20200203131126;4128344;'1630000;'22664;Noorderplaats;'7;';2000;Antwerpen;;'153046,23;'213390,113;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';12;11184249;5578046;BU;1;502;BU12;;5;MDU;102;102;;1;;;;;;;;;;;;;N;MODIFY;;;';4128344;11184249
3018;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196618;'20200203131126;4128344;'1630000;'22664;Noorderplaats;'7;';2000;Antwerpen;;'153046,23;'213390,113;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';13;11184250;5578047;BU;1;601;BU13;;6;MDU;201;201;;2;;;;;;;;;;;;;N;MODIFY;;;';4128344;11184250
3019;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196618;'20200203131126;4128344;'1630000;'22664;Noorderplaats;'7;';2000;Antwerpen;;'153046,23;'213390,113;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';14;11184251;5578048;BU;1;602;BU14;;6;MDU;202;202;;2;;;;;;;;;;;;;N;MODIFY;;;';4128344;11184251
3020;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196618;'20200203131126;4128344;'1630000;'22664;Noorderplaats;'7;';2000;Antwerpen;;'153046,23;'213390,113;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';2;11076381;5578036;BU;1;2;BU2;;0;MDU;301;301;;3;;;;;;;;;;;;;N;MODIFY;;;';4128344;11076381
3021;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196618;'20200203131126;4128344;'1630000;'22664;Noorderplaats;'7;';2000;Antwerpen;;'153046,23;'213390,113;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';3;11076382;5578037;BU;1;101;BU3;;1;MDU;302;302;;3;;;;;;;;;;;;;N;MODIFY;;;';4128344;11076382
3022;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196618;'20200203131126;4128344;'1630000;'22664;Noorderplaats;'7;';2000;Antwerpen;;'153046,23;'213390,113;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';4;11076383;5578038;BU;1;102;BU4;;1;MDU;401;401;;4;;;;;;;;;;;;;N;MODIFY;;;';4128344;11076383
3023;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196618;'20200203131126;4128344;'1630000;'22664;Noorderplaats;'7;';2000;Antwerpen;;'153046,23;'213390,113;;N;HEIGHT;7;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';5;11076384;5578039;BU;1;201;BU5;;2;MDU;402;402;;4;;;;;;;;;;;;;N;MODIFY;;;';4128344;11076384
